appid,name,developer,publisher,price,discount,genre,tags
310950,Street Fighter V,Capcom,Capcom,1999,0,Action,"{'Fighting': 820, 'Action': 411, '2D Fighter': 393, 'Multiplayer': 376, 'Competitive': 331, 'Arcade': 308, 'Local Multiplayer': 263, 'e-sports': 180, 'Anime': 141, 'Controller': 138, '2.5D': 128, 'Singleplayer': 94, 'Great Soundtrack': 90, 'Classic': 72, '2D': 63, 'Nudity': 49, 'Female Protagonist': 41, 'Early Access': 29, ""Beat 'em up"": 24, 'Memes': 18}"
319510,Five Nights at Freddy's,Scott Cawthon,Scott Cawthon,499,0,"Indie, Simulation","{'Horror': 2774, 'Singleplayer': 1718, 'Survival Horror': 1655, 'Robots': 1484, 'Psychological Horror': 1469, 'Difficult': 1348, 'Indie': 1331, 'First-Person': 1255, 'Point & Click': 1235, 'Dark': 1211, 'Survival': 1057, 'Atmospheric': 777, 'Mouse only': 715, 'Supernatural': 456, 'Resource Management': 440, 'Jump Scare': 412, 'Silent Protagonist': 402, 'Lore-Rich': 381, 'Short': 323, 'Historical': 207}"
379720,DOOM,id Software,Bethesda Softworks,1999,0,Action,"{'FPS': 2776, 'Gore': 2341, 'Action': 2248, 'Shooter': 1894, 'Demons': 1823, 'Great Soundtrack': 1797, 'First-Person': 1676, 'Fast-Paced': 1427, 'Singleplayer': 1426, 'Multiplayer': 1424, 'Sci-fi': 1191, 'Horror': 1036, 'Atmospheric': 959, 'Classic': 949, 'Blood': 769, 'Difficult': 701, 'Remake': 514, 'Zombies': 453, 'Co-op': 387, 'Violent': 313}"
438100,VRChat,VRChat Inc.,VRChat Inc.,0,0,"Adventure, Casual, Free to Play, Massively Multiplayer, Simulation, Sports, Early Access","{'VR': 1684, 'Free to Play': 1639, 'Memes': 1161, 'Anime': 1153, 'Multiplayer': 1149, 'Funny': 1067, 'Massively Multiplayer': 969, 'First-Person': 708, 'Early Access': 683, 'Open World': 653, 'Simulation': 621, 'Casual': 575, 'Adventure': 467, 'MMORPG': 256, 'Comedy': 225, 'Sandbox': 187, 'Action': 140, 'Dating Sim': 60, 'Survival Horror': 56, 'Atmospheric': 48}"
524220,NieR:Automata,"Square Enix, PlatinumGames Inc.",Square Enix,3999,0,"Action, RPG","{'Great Soundtrack': 3748, 'Story Rich': 3565, 'Female Protagonist': 3169, 'Action': 2975, 'Hack and Slash': 2970, 'RPG': 2341, 'Open World': 2331, 'JRPG': 2140, 'Anime': 2033, 'Post-apocalyptic': 2004, 'Singleplayer': 1930, 'Robots': 1740, 'Atmospheric': 1615, 'Sci-fi': 1561, 'Nudity': 1371, 'Adventure': 1304, 'Bullet Hell': 1291, 'Spectacle fighter': 1287, 'Character Action Game': 1277, 'Violent': 800}"
526870,Satisfactory,Coffee Stain Studios,Coffee Stain Publishing,2999,0,"Adventure, Indie, Simulation, Strategy, Early Access","{'Base-Building': 1337, 'Automation': 1196, 'Open World': 1111, 'Multiplayer': 1097, 'Crafting': 1081, 'Co-op': 1014, 'Resource Management': 966, 'Building': 933, 'Sandbox': 884, 'Exploration': 771, 'Adventure': 583, 'Early Access': 528, 'Open World Survival Craft': 519, 'Simulation': 518, 'Survival': 485, 'Strategy': 483, 'First-Person': 453, 'Sci-fi': 383, 'Singleplayer': 377, 'Indie': 363}"
546560,Half-Life: Alyx,Valve,Valve,5999,0,"Action, Adventure","{'VR': 2092, 'FPS': 1900, 'Story Rich': 1878, 'Horror': 1864, 'Female Protagonist': 1862, 'Shooter': 1842, 'First-Person': 1787, 'Singleplayer': 1785, 'Action': 1772, 'Zombies': 1757, 'Sci-fi': 1756, 'Atmospheric': 1756, 'Beautiful': 1735, 'Adventure': 1688, 'Aliens': 1688, 'Futuristic': 1658, 'Psychological Horror': 1651, 'Memes': 1529, 'Great Soundtrack': 666, 'Gore': 203, 'VR Only': 1}"
554620,Life is Strange: Before the Storm,"Deck Nine, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",1699,0,"Action, Adventure","{'Story Rich': 1176, 'Choices Matter': 1031, 'Great Soundtrack': 926, 'Female Protagonist': 842, 'Atmospheric': 763, 'Singleplayer': 619, 'Episodic': 615, 'Adventure': 535, 'Choose Your Own Adventure': 474, 'Multiple Endings': 384, 'Third Person': 375, 'Drama': 354, 'Mystery': 286, 'Action': 221, 'Indie': 203, 'Walking Simulator': 149, 'LGBTQ+': 145, 'Point & Click': 143, 'Psychological Horror': 103, 'Memes': 73}"
621060,PC Building Simulator,"Claudiu Kiss, The Irregular Corporation",The Irregular Corporation,1999,0,"Indie, Simulation","{'Simulation': 658, 'Education': 617, 'Immersive Sim': 540, 'Building': 410, 'Management': 339, 'Sandbox': 323, 'First-Person': 321, '3D': 311, 'Life Sim': 309, 'Casual': 305, 'Realistic': 304, 'Relaxing': 297, 'Singleplayer': 288, 'Funny': 272, 'Hardware': 270, 'Puzzle': 265, 'Modern': 262, 'Inventory Management': 257, 'Atmospheric': 249, 'Indie': 235}"
632470,Disco Elysium - The Final Cut,ZA/UM,ZA/UM,999,75,RPG,"{'RPG': 891, 'Story Rich': 776, 'Choices Matter': 742, 'Detective': 646, 'Isometric': 516, 'Atmospheric': 483, 'Singleplayer': 461, 'CRPG': 416, 'Point & Click': 402, 'Noir': 394, 'Surreal': 380, 'Adventure': 354, 'Indie': 352, 'Exploration': 349, 'Visual Novel': 345, 'Funny': 339, 'Open World': 339, 'Character Customization': 321, 'Political': 314, 'Sexual Content': 285}"
823500,BONEWORKS,Stress Level Zero,Stress Level Zero,2999,0,"Action, Adventure, Indie, Simulation","{'VR': 524, 'Physics': 410, 'Action': 325, 'Sandbox': 305, 'Shooter': 299, 'Singleplayer': 281, 'Adventure': 275, 'Puzzle': 269, 'Great Soundtrack': 260, 'First-Person': 253, 'Simulation': 242, 'Realistic': 235, 'FPS': 181, 'Indie': 181, 'Violent': 174, 'Horror': 169, 'Parkour': 157, 'Sci-fi': 120, 'Gore': 103, 'Funny': 80, 'VR Only': 1}"
976310,Mortal Kombat 11,"NetherRealm Studios, QLOC, Shiver","Warner Bros. Games, Warner Bros. Interactive Entertainment",4999,0,Action,"{'Fighting': 1210, 'Gore': 870, 'Violent': 717, 'Multiplayer': 678, 'Blood': 652, 'Action': 617, '2D Fighter': 418, 'Mature': 389, 'Competitive': 295, 'Local Multiplayer': 290, 'Character Customization': 274, 'Singleplayer': 265, 'Story Rich': 250, 'Great Soundtrack': 183, 'Atmospheric': 178, 'Sexual Content': 146, 'Cute': 137, 'Arcade': 137, '2.5D': 115, 'Horror': 103}"
1085660,Destiny 2,Bungie,Bungie,0,0,"Action, Adventure, Free to Play","{'Free to Play': 2966, 'Open World': 2672, 'FPS': 2629, 'Looter Shooter': 2614, 'MMORPG': 2605, 'Co-op': 2587, 'PvP': 2547, 'PvE': 2540, 'Shooter': 2406, 'Multiplayer': 2381, 'Massively Multiplayer': 2314, 'First-Person': 2303, 'Sci-fi': 2292, 'Loot': 2289, 'Action': 2269, 'Lore-Rich': 2238, 'Adventure': 2214, 'Space': 2206, 'Competitive': 2140, 'Atmospheric': 2098}"
1086940,Baldur's Gate 3,Larian Studios,Larian Studios,5999,0,"Adventure, RPG, Strategy, Early Access","{'Early Access': 1305, 'RPG': 1186, 'Choices Matter': 1036, 'Character Customization': 1011, 'Story Rich': 957, 'CRPG': 954, 'Fantasy': 863, 'Co-op Campaign': 848, 'Romance': 790, 'Class-Based': 787, 'Dark Fantasy': 743, 'PvE': 722, 'Narration': 703, 'Turn-Based Combat': 683, 'Stealth': 673, 'Combat': 670, 'Crafting': 653, 'Isometric': 603, 'Team-Based': 562, 'Dungeons & Dragons': 551}"
